Accession	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Protein	Country	Host	Collection_Date
YP_009408583.1	NY_014 poxvirus	Centapoxvirus	Poxviridae	dsDNA	183	complete	hypothetical protein	USA	Homo sapiens	2013
YP_009408584.1	NY_014 poxvirus	Centapoxvirus	Poxviridae	dsDNA	615	complete	Ankyrin	USA	Homo sapiens	2013
YP_009408585.1	NY_014 poxvirus	Centapoxvirus	Poxviridae	dsDNA	166	complete	TNF-alpha receptor	USA	Homo sapiens	2013
YP_009408602.1	Porprismacovirus humas3	Porprismacovirus	Smacoviridae	ssDNA	353	complete	capsid protein	Peru	Homo sapiens	
YP_009408603.1	Porprismacovirus humas3	Porprismacovirus	Smacoviridae	ssDNA	267	complete	replication associated protein	Peru	Homo sapiens	
YP_009408604.1	Hudisavirus sp.			unknown	366	complete	replication associated protein	Peru	Homo sapiens	
YP_009408605.1	Hudisavirus sp.			unknown	335	complete	putative capsid protein	Peru	Homo sapiens	
YP_009389527.1	Human fecal virus Jorvi4		Circoviridae	ssDNA(+/-)	311	complete	putative replication-associated protein	Finland	Homo sapiens	
YP_009389528.1	Human fecal virus Jorvi4		Circoviridae	ssDNA(+/-)	321	complete	hypothetical protein	Finland	Homo sapiens	
YP_009389529.1	Human fecal virus Jorvi2		Circoviridae	ssDNA(+/-)	312	complete	putative replication-associated protein	Finland	Homo sapiens	
YP_009389530.1	Human fecal virus Jorvi2		Circoviridae	ssDNA(+/-)	221	complete	hypothetical protein	Finland	Homo sapiens	
YP_009389531.1	Human fecal virus Jorvi2		Circoviridae	ssDNA(+/-)	162	complete	hypothetical protein	Finland	Homo sapiens	
YP_009389532.1	Human fecal virus Jorvi2		Circoviridae	ssDNA(+/-)	127	complete	hypothetical protein	Finland	Homo sapiens	
YP_009389533.1	Human fecal virus Jorvi2		Circoviridae	ssDNA(+/-)	116	complete	hypothetical protein	Finland	Homo sapiens	
YP_009389534.1	Human fecal virus Jorvi3		Circoviridae	ssDNA(+/-)	291	complete	putative replication-associated protein	Finland	Homo sapiens	
YP_009389535.1	Human fecal virus Jorvi3		Circoviridae	ssDNA(+/-)	251	complete	hypothetical protein	Finland	Homo sapiens	
YP_009362306.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	157	complete	E6	Brazil	Homo sapiens	
YP_009362307.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	108	complete	E7	Brazil	Homo sapiens	
YP_009362308.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	648	complete	E1	Brazil	Homo sapiens	
YP_009362309.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	377	complete	E2	Brazil	Homo sapiens	
YP_009362310.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	95	complete	E4	Brazil	Homo sapiens	
YP_009362311.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	73	complete	E5	Brazil	Homo sapiens	
YP_009362312.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	467	complete	L2	Brazil	Homo sapiens	
YP_009362313.1	Human papillomavirus type 85		Papillomaviridae	dsDNA	504	complete	L1	Brazil	Homo sapiens	
YP_009361868.1	Ledantevirus ledantec	Ledantevirus	Rhabdoviridae	ssRNA(-)	424	complete	nucleoprotein	Senegal	Homo sapiens	1965
YP_009361869.1	Ledantevirus ledantec	Ledantevirus	Rhabdoviridae	ssRNA(-)	311	complete	phosphoprotein	Senegal	Homo sapiens	1965
YP_009361870.1	Ledantevirus ledantec	Ledantevirus	Rhabdoviridae	ssRNA(-)	216	complete	matrix	Senegal	Homo sapiens	1965
YP_009361871.1	Ledantevirus ledantec	Ledantevirus	Rhabdoviridae	ssRNA(-)	573	complete	glycoprotein	Senegal	Homo sapiens	1965
YP_009361872.1	Ledantevirus ledantec	Ledantevirus	Rhabdoviridae	ssRNA(-)	64	complete	hypothetical protein	Senegal	Homo sapiens	1965
YP_009361873.1	Ledantevirus ledantec	Ledantevirus	Rhabdoviridae	ssRNA(-)	2126	complete	polymerase	Senegal	Homo sapiens	1965
YP_009362049.1	Bwamba orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	2264	complete	polymerase	Uganda	Homo sapiens	1937
YP_009362050.1	Bwamba orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	234	complete	nucleoprotein	Uganda	Homo sapiens	1937
YP_009362051.1	Bwamba orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	92	complete	nonstructural protein NSs	Uganda	Homo sapiens	1937
YP_009362058.1	Guaroa orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	233	complete	nucleoprotein	Brazil	Homo sapiens	1960
YP_009362059.1	Guaroa orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	87	complete	nonstructural protein NSs	Brazil	Homo sapiens	1960
YP_009362060.1	Guaroa orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	83	complete	nonstructural protein NSs	Brazil	Homo sapiens	1960
YP_009362061.1	Guaroa orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	2231	complete	polymerase	Brazil	Homo sapiens	1960
YP_009362064.1	Bwamba orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	1447	complete	glycoprotein precursor	Uganda	Homo sapiens	1937
YP_009362071.1	Madrid orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	2248	complete	RNA-dependent RNA polymerase	Panama	Homo sapiens	1956
YP_009362072.1	Madrid orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	235	complete	nucleocapsid protein	Panama	Homo sapiens	1956
YP_009362073.1	Madrid orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	83	complete	nonstructural protein	Panama	Homo sapiens	1956
YP_009362079.1	Madrid orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	1429	complete	polyprotein	Panama	Homo sapiens	1956
YP_009362080.1	Guaroa orthobunyavirus	Orthobunyavirus	Peribunyaviridae	ssRNA(-)	1418	complete	glycoprotein precursor	Brazil	Homo sapiens	1960
YP_009361830.1	Cosavirus F	Cosavirus	Picornaviridae	ssRNA(+)	2128	complete	polyprotein	Pakistan	Homo sapiens	2007
YP_009352868.1	Alphapolyomavirus quardecihominis	Alphapolyomavirus	Polyomaviridae	dsDNA	247	complete	VP2	USA	Homo sapiens	2016-07-27
YP_009352869.1	Alphapolyomavirus quardecihominis	Alphapolyomavirus	Polyomaviridae	dsDNA	171	complete	VP3	USA	Homo sapiens	2016-07-27
YP_009352870.1	Alphapolyomavirus quardecihominis	Alphapolyomavirus	Polyomaviridae	dsDNA	435	complete	VP1	USA	Homo sapiens	2016-07-27
YP_009352871.1	Alphapolyomavirus quardecihominis	Alphapolyomavirus	Polyomaviridae	dsDNA	800	complete	large T antigen	USA	Homo sapiens	2016-07-27
YP_009352872.1	Alphapolyomavirus quardecihominis	Alphapolyomavirus	Polyomaviridae	dsDNA	179	complete	small T antigen	USA	Homo sapiens	2016-07-27
YP_009345872.1	Gammapapillomavirus 18	Gammapapillomavirus	Papillomaviridae	dsDNA	140	complete	early protein E6	Argentina	Homo sapiens	2008
YP_009345873.1	Gammapapillomavirus 18	Gammapapillomavirus	Papillomaviridae	dsDNA	97	complete	early protein E7	Argentina	Homo sapiens	2008
YP_009345874.1	Gammapapillomavirus 18	Gammapapillomavirus	Papillomaviridae	dsDNA	608	complete	early protein E1	Argentina	Homo sapiens	2008
YP_009345875.1	Gammapapillomavirus 18	Gammapapillomavirus	Papillomaviridae	dsDNA	399	complete	early protein E2	Argentina	Homo sapiens	2008
YP_009345876.1	Gammapapillomavirus 18	Gammapapillomavirus	Papillomaviridae	dsDNA	201	complete	early protein E4	Argentina	Homo sapiens	2008
YP_009345877.1	Gammapapillomavirus 18	Gammapapillomavirus	Papillomaviridae	dsDNA	551	complete	late protein L2	Argentina	Homo sapiens	2008
YP_009345878.1	Gammapapillomavirus 18	Gammapapillomavirus	Papillomaviridae	dsDNA	509	complete	major capsid protein L1	Argentina	Homo sapiens	2008
YP_009333617.1	Human associated cyclovirus 12	Cyclovirus	Circoviridae	ssDNA(+/-)	231	complete	capsid protein	India	Homo sapiens	2007
YP_009333618.1	Human associated cyclovirus 12	Cyclovirus	Circoviridae	ssDNA(+/-)	221	complete	replication-associated protein	India	Homo sapiens	2007
YP_009333306.1	Husavirus sp.	Husavirus		ssRNA(+)	2893	complete	polyprotein	Viet Nam	Homo sapiens	2013-04-02
YP_009305096.1	Hepacivirus C	Hepacivirus	Flaviviridae	ssRNA(+)	121	complete	protein F	Canada	Homo sapiens	
YP_009272631.1	Hepacivirus C	Hepacivirus	Flaviviridae	ssRNA(+)	125	partial	protein F	New Zealand	Homo sapiens	
YP_009272634.1	Hepacivirus C	Hepacivirus	Flaviviridae	ssRNA(+)	125	partial	protein F	Egypt	Homo sapiens	
YP_009272646.1	Hepacivirus C	Hepacivirus	Flaviviridae	ssRNA(+)	125	partial	protein F	United Kingdom	Homo sapiens	
YP_009272536.1	Hepacivirus C	Hepacivirus	Flaviviridae	ssRNA(+)	3013	complete	polyprotein	Canada	Homo sapiens	
YP_009259673.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	2187	complete	polyprotein	India	Homo sapiens	2013-09-09
YP_009268630.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	69	complete	capsid protein VP4	India	Homo sapiens	2013-09-09
YP_009268631.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	255	complete	capsid protein VP2	India	Homo sapiens	2013-09-09
YP_009268632.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	240	complete	capsid protein VP3	India	Homo sapiens	2013-09-09
YP_009268633.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	292	complete	capsid protein VP1	India	Homo sapiens	2013-09-09
YP_009268634.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	150	complete	protease 2A	India	Homo sapiens	2013-09-09
YP_009268635.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	99	complete	2B	India	Homo sapiens	2013-09-09
YP_009268636.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	329	complete	2C	India	Homo sapiens	2013-09-09
YP_009268637.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	86	complete	3A	India	Homo sapiens	2013-09-09
YP_009268638.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	22	complete	3B	India	Homo sapiens	2013-09-09
YP_009268639.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	183	complete	3C	India	Homo sapiens	2013-09-09
YP_009268640.1	Enterovirus A	Enterovirus	Picornaviridae	ssRNA(+)	462	complete	3D-pol	India	Homo sapiens	2013-09-09
YP_009259548.1	Gemycircularvirus HV-GcV1	Gemycircularvirus	Genomoviridae	ssDNA	40	complete	hypothetical protein	France	Homo sapiens	
YP_009259549.1	Gemycircularvirus HV-GcV1	Gemycircularvirus	Genomoviridae	ssDNA	259	complete	capsid protein	France	Homo sapiens	
YP_009259550.1	Gemycircularvirus HV-GcV1	Gemycircularvirus	Genomoviridae	ssDNA	108	complete	replication initiation associated protein 2	France	Homo sapiens	
YP_009259551.1	Gemycircularvirus HV-GcV1	Gemycircularvirus	Genomoviridae	ssDNA	233	complete	replication initiation associated protein 1	France	Homo sapiens	
YP_009259552.1	Gemykibivirus humas5	Gemykibivirus	Genomoviridae	ssDNA	54	complete	hypothetical protein	France	Homo sapiens	
YP_009259553.1	Gemykibivirus humas5	Gemykibivirus	Genomoviridae	ssDNA	264	complete	capsid protein	France	Homo sapiens	
YP_009259554.1	Gemykibivirus humas5	Gemykibivirus	Genomoviridae	ssDNA	345	complete	replication initiation associated protein	France	Homo sapiens	
YP_009259555.1	Circular ssDNA virus sp.			ssDNA	340	complete	replication initiation associated protein	France	Homo sapiens	
YP_009259556.1	Circular ssDNA virus sp.			ssDNA	233	complete	capsid protein	France	Homo sapiens	
YP_009259557.1	Circular ssDNA virus sp.			ssDNA	143	complete	hypothetical protein	France	Homo sapiens	
YP_009256214.1	Torque teno mini virus 32	Betatorquevirus	Anelloviridae	ssDNA(-)	88	complete	ORF2	China	Homo sapiens	2014
YP_009256215.1	Torque teno mini virus 32	Betatorquevirus	Anelloviridae	ssDNA(-)	646	complete	ORF1	China	Homo sapiens	2014
YP_009256216.1	Torque teno mini virus 32	Betatorquevirus	Anelloviridae	ssDNA(-)	90	complete	ORF3	China	Homo sapiens	2014
YP_009246341.1	Sudan ebolavirus	Ebolavirus	Filoviridae	ssRNA(-)	318	complete	second secreted glycoprotein	Uganda	Homo sapiens	
YP_009237903.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	1687	complete	nonstructural polyprotein	Australia	Homo sapiens	2010-12
YP_009237904.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	556	complete	VP1	Australia	Homo sapiens	2010-12
YP_009237905.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	242	complete	VP2	Australia	Homo sapiens	2010-12
YP_009238493.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	323	complete	p48	Australia	Homo sapiens	2010-12
YP_009238494.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	365	complete	NTPase	Australia	Homo sapiens	2010-12
YP_009238495.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	174	complete	p22	Australia	Homo sapiens	2010-12
YP_009238496.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	134	complete	VPg	Australia	Homo sapiens	2010-12
YP_009238497.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	181	complete	Pro	Australia	Homo sapiens	2010-12
YP_009238498.1	Norwalk virus	Norovirus	Caliciviridae	ssRNA(+)	510	complete	RdRp	Australia	Homo sapiens	2010-12
YP_009227295.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	3057	complete	polyprotein	USA	Homo sapiens	2008-08-28
YP_009227296.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	567	complete	putative NS5B peptide	USA	Homo sapiens	2008-08-28
YP_009227297.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	458	complete	putative NS5A peptide	USA	Homo sapiens	2008-08-28
YP_009227298.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	262	complete	putative NS4B peptide	USA	Homo sapiens	2008-08-28
YP_009227299.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	41	complete	putative NS4A peptide	USA	Homo sapiens	2008-08-28
YP_009227300.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	628	complete	putative NS3 peptide	USA	Homo sapiens	2008-08-28
YP_009227301.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	240	complete	putative NS2 peptide	USA	Homo sapiens	2008-08-28
YP_009227302.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	237	complete	putative X peptide	USA	Homo sapiens	2008-08-28
YP_009227303.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	354	complete	putative E2 peptide	USA	Homo sapiens	2008-08-28
YP_009227304.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	191	complete	putative E1 peptide	USA	Homo sapiens	2008-08-28
YP_009227305.1	Pegivirus H	Pegivirus	Flaviviridae	ssRNA(+)	79	complete	putative S peptide	USA	Homo sapiens	2008-08-28
YP_009181995.1	Gemyvongvirus humas1	Gemyvongvirus	Genomoviridae	ssDNA	284	complete	capsid protein	Germany	Homo sapiens	2000
YP_009181996.1	Gemyvongvirus humas1	Gemyvongvirus	Genomoviridae	ssDNA	341	complete	replication associated protein	Germany	Homo sapiens	2000
YP_009181997.1	Gemyvongvirus humas1	Gemyvongvirus	Genomoviridae	ssDNA	292	complete	putative ORF3 protein	Germany	Homo sapiens	2000
YP_009175014.1	Gammapapillomavirus 20	Gammapapillomavirus	Papillomaviridae	dsDNA	142	complete	E6	China	Homo sapiens	2008-10-26
YP_009175015.1	Gammapapillomavirus 20	Gammapapillomavirus	Papillomaviridae	dsDNA	99	complete	E7	China	Homo sapiens	2008-10-26
YP_009175016.1	Gammapapillomavirus 20	Gammapapillomavirus	Papillomaviridae	dsDNA	607	complete	E1	China	Homo sapiens	2008-10-26
YP_009175017.1	Gammapapillomavirus 20	Gammapapillomavirus	Papillomaviridae	dsDNA	406	complete	E2	China	Homo sapiens	2008-10-26
YP_009175018.1	Gammapapillomavirus 20	Gammapapillomavirus	Papillomaviridae	dsDNA	516	complete	L2	China	Homo sapiens	2008-10-26
YP_009175019.1	Gammapapillomavirus 20	Gammapapillomavirus	Papillomaviridae	dsDNA	507	complete	L1	China	Homo sapiens	2008-10-26
YP_009163891.1	Human papillomavirus		Papillomaviridae	dsDNA	139	complete	E6	Sweden	Homo sapiens	2014
YP_009163892.1	Human papillomavirus		Papillomaviridae	dsDNA	96	complete	E7	Sweden	Homo sapiens	2014
YP_009163893.1	Human papillomavirus		Papillomaviridae	dsDNA	600	complete	E1	Sweden	Homo sapiens	2014
YP_009163894.1	Human papillomavirus		Papillomaviridae	dsDNA	400	complete	E2	Sweden	Homo sapiens	2014
YP_009163895.1	Human papillomavirus		Papillomaviridae	dsDNA	519	complete	L2	Sweden	Homo sapiens	2014
YP_009163896.1	Human papillomavirus		Papillomaviridae	dsDNA	555	complete	L1	Sweden	Homo sapiens	2014
YP_009158852.1	Gammapapillomavirus 27	Gammapapillomavirus	Papillomaviridae	dsDNA	140	complete	E6	Sweden	Homo sapiens	2014
YP_009158853.1	Gammapapillomavirus 27	Gammapapillomavirus	Papillomaviridae	dsDNA	98	complete	E7	Sweden	Homo sapiens	2014
YP_009158854.1	Gammapapillomavirus 27	Gammapapillomavirus	Papillomaviridae	dsDNA	608	complete	E1	Sweden	Homo sapiens	2014
YP_009158855.1	Gammapapillomavirus 27	Gammapapillomavirus	Papillomaviridae	dsDNA	418	complete	E2	Sweden	Homo sapiens	2014
YP_009158856.1	Gammapapillomavirus 27	Gammapapillomavirus	Papillomaviridae	dsDNA	182	complete	E4	Sweden	Homo sapiens	2014
YP_009158857.1	Gammapapillomavirus 27	Gammapapillomavirus	Papillomaviridae	dsDNA	517	complete	L2	Sweden	Homo sapiens	2014
YP_009158858.1	Gammapapillomavirus 27	Gammapapillomavirus	Papillomaviridae	dsDNA	508	complete	L1	Sweden	Homo sapiens	2014
YP_009137150.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	261	complete	neurovirulence protein ICP34.5	United Kingdom	Homo sapiens	
YP_009137151.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	834	complete	ubiquitin E3 ligase ICP0	United Kingdom	Homo sapiens	
YP_009137152.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	224	complete	envelope glycoprotein L	United Kingdom	Homo sapiens	
YP_009137153.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	334	complete	uracil-DNA glycosylase	United Kingdom	Homo sapiens	
YP_009137154.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	222	complete	nuclear protein UL3	United Kingdom	Homo sapiens	
YP_009137155.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	201	complete	nuclear protein UL4	United Kingdom	Homo sapiens	
YP_009137156.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	881	complete	helicase-primase helicase subunit	United Kingdom	Homo sapiens	
YP_009137157.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	678	complete	capsid portal protein	United Kingdom	Homo sapiens	
YP_009137158.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	296	complete	tegument protein UL7	United Kingdom	Homo sapiens	
YP_009137159.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	752	complete	helicase-primase subunit	United Kingdom	Homo sapiens	
YP_009137160.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	871	complete	DNA replication origin-binding helicase	United Kingdom	Homo sapiens	
YP_009137161.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	467	complete	envelope glycoprotein M	United Kingdom	Homo sapiens	
YP_009137162.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	96	complete	myristylated tegument protein	United Kingdom	Homo sapiens	
YP_009137163.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	620	complete	deoxyribonuclease	United Kingdom	Homo sapiens	
YP_009137164.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	518	complete	tegument serine/threonine protein kinase	United Kingdom	Homo sapiens	
YP_009137165.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	219	complete	tegument protein UL14	United Kingdom	Homo sapiens	
YP_009137166.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	734	complete	DNA packaging terminase subunit 1	United Kingdom	Homo sapiens	
YP_009137167.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	372	complete	tegument protein UL16	United Kingdom	Homo sapiens	
YP_009137168.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	702	complete	DNA packaging tegument protein UL17	United Kingdom	Homo sapiens	
YP_009137169.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	318	complete	capsid triplex subunit 2	United Kingdom	Homo sapiens	
YP_009137170.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	1374	complete	major capsid protein	United Kingdom	Homo sapiens	
YP_009137171.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	222	complete	envelope protein UL20	United Kingdom	Homo sapiens	
YP_009137172.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	532	complete	tegument protein UL21	United Kingdom	Homo sapiens	
YP_009137173.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	838	complete	envelope glycoprotein H	United Kingdom	Homo sapiens	
YP_009137174.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	376	complete	thymidine kinase	United Kingdom	Homo sapiens	
YP_009137175.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	281	complete	nuclear protein UL24	United Kingdom	Homo sapiens	
YP_009137176.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	585	complete	DNA packaging tegument protein UL25	United Kingdom	Homo sapiens	
YP_009137177.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	637	complete	capsid maturation protease	United Kingdom	Homo sapiens	
YP_009137178.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	329	complete	capsid scaffold protein	United Kingdom	Homo sapiens	
YP_009137179.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	904	complete	envelope glycoprotein B	United Kingdom	Homo sapiens	
YP_009137180.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	785	complete	DNA packaging terminase subunit 2	United Kingdom	Homo sapiens	
YP_009137181.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	1196	complete	single-stranded DNA-binding protein	United Kingdom	Homo sapiens	
YP_009137182.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	1240	complete	DNA polymerase catalytic subunit	United Kingdom	Homo sapiens	
YP_009137183.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	305	complete	nuclear egress lamina protein	United Kingdom	Homo sapiens	
YP_009137184.1	Human alphaherpesvirus 2	Simplexvirus	Herpesviridae	dsDNA	598	complete	DNA packaging protein UL32	United Kingdom	Homo sapiens	
